"gene_id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"changed"	"selectedgene"	"ENTREZID"	"SYMBOL"
"ENSBTAG00000000053"	61.7050828122213	-0.119779102583206	0.164886981317324	-0.726431532836983	0.467574266233625	0.797402188884658	"Stable"	NA	"514193"	"FILIP1"
"ENSBTAG00000000054"	96.8822655128184	-0.147380600190606	0.304911865390553	-0.483354755649898	0.628843867577601	0.878599639116726	"Stable"	NA	"512086"	"SNAPC4"
"ENSBTAG00000000056"	71.7620028321941	-0.153715894132054	0.153841403823375	-0.999184161817289	0.317705486828982	0.695421469715973	"Stable"	NA	"515024"	"STRADA"
"ENSBTAG00000000057"	19.8329095020905	-0.102052257186647	0.28439215698532	-0.35884343038305	0.719712220745974	0.912371000812395	"Stable"	NA	"504323"	"THBS3"
"ENSBTAG00000000061"	108.123495059308	-0.0418278726243754	0.182285706607354	-0.229463260739764	0.818508872532036	0.948632450402913	"Stable"	NA	"514537"	"PCDH7"
"ENSBTAG00000000062"	13.3115608079995	-0.336598212537699	0.278827823522514	-1.2071901874259	0.227358908536199	0.615395710107655	"Stable"	NA	"614252"	"RASL12"
"ENSBTAG00000000064"	81.5946493409789	0.13281666411687	0.171359298813144	0.775077075109287	0.43829411705416	0.783059204631996	"Stable"	NA	"616242"	"FEN1"
"ENSBTAG00000000065"	1225.85342895649	-0.0579616902786555	0.107894218775225	-0.537208489357586	0.591123607881889	0.862381921313101	"Stable"	NA	"512761"	"CRLS1"
"ENSBTAG00000000066"	2.37583226293049	-0.260391812960812	0.676090973666474	-0.385143158395821	0.700131353908383	NA	"Stable"	NA	"527351"	"LRRN4"
"ENSBTAG00000000067"	212.809194436271	0.177688200218503	0.544669610740036	0.326231162368468	0.744249465808808	0.922949882097176	"Stable"	NA	"517962"	"SDF2L1"
"ENSBTAG00000000070"	8391.32176511395	-0.0388543840007535	0.121197634226995	-0.32058698380186	0.748523402808156	0.924342371343405	"Stable"	NA	"511483"	"F13B"
"ENSBTAG00000000072"	448.019497416619	0.0941556883798867	0.173354620135534	0.543139192403829	0.587033969774759	0.860260012590403	"Stable"	NA	"516874"	"TFB2M"
"ENSBTAG00000000073"	360.772274413135	-0.00771127821961191	0.170675253344839	-0.0451809976460485	0.963963040463131	0.992254929608712	"Stable"	NA	"504957"	"LRPAP1"
"ENSBTAG00000000074"	1506.84459755851	0.177282093862014	0.169669326537749	1.04486825921697	0.296083861486413	0.680160517149511	"Stable"	NA	"615371"	"NFIA"
"ENSBTAG00000000076"	102.110664763344	-0.0386729898544234	0.143668061351682	-0.269182931060486	0.787788914700928	0.9385792137703	"Stable"	NA	"517232"	"RECK"
"ENSBTAG00000000077"	714.329772416884	-0.211151805075512	0.101652222997781	-2.07719810593932	0.0377832786213815	0.292973946201961	"Stable"	NA	"510949"	"ADSL"
"ENSBTAG00000000078"	56.0766609863407	0.0511955056616722	0.213699957704591	0.239567224119167	0.810665776262284	0.945707567343126	"Stable"	NA	"538565"	"GLIPR2"
"ENSBTAG00000000079"	16.4166965778879	0.29731368406376	0.270557597593525	1.09889238634663	0.271815007993904	0.658471051044015	"Stable"	NA	"532798"	"CCSAP"
"ENSBTAG00000000080"	309.522579927701	-0.113106991940591	0.178296439073541	-0.634376056685791	0.525835431493104	0.830262947893419	"Stable"	NA	"540739"	"GRWD1"
"ENSBTAG00000000081"	1839.91313223819	0.248814415738555	0.0681911843210841	3.64877686486556	0.000263491835425295	0.016929406211734	"Stable"	NA	"286797"	"CERT1"
"ENSBTAG00000000082"	0.620430121294897	0.529759252422458	1.31156777035563	0.403912984442135	0.686276707789692	NA	"Stable"	NA	"540740"	"KCNJ14"
"ENSBTAG00000000084"	293.852556087823	-0.0661059061552125	0.0962960415343542	-0.686486226244605	0.492406547061152	0.811605218709342	"Stable"	NA	"516084"	"MRPS30"
"ENSBTAG00000000085"	41783.4303113049	-0.0748090213748486	0.155056032488934	-0.482464436720237	0.629476056027205	0.878946746789809	"Stable"	NA	"503552"	"CYP1A2"
"ENSBTAG00000000087"	1928.52816277809	-0.373316653073447	0.155966507265472	-2.39356936061933	0.0166853262173122	0.194934775251278	"Stable"	NA	"789567"	"HSD17B12"
"ENSBTAG00000000088"	2429.76287189671	-0.0419157376689307	0.108532813542293	-0.386203363765162	0.699346062721008	0.905247314362673	"Stable"	NA	"281614"	"ALCAM"
"ENSBTAG00000000090"	117.658961093116	-0.088130605035638	0.156202300656734	-0.564208111308882	0.572612508231504	0.853499222270817	"Stable"	NA	"507880"	"SEC31B"
"ENSBTAG00000000091"	992.279851801672	-0.187822824034628	0.111942880887465	-1.67784518806019	0.0933773251697348	0.432412115757653	"Stable"	NA	"282517"	"NDUFB8"
"ENSBTAG00000000092"	233.617272660449	-0.0839471671271383	0.0914151390265581	-0.918307055276149	0.35845813464739	0.730712947321122	"Stable"	NA	"520864"	"HIF1AN"
"ENSBTAG00000000094"	1363.35255895586	-0.00947995394630618	0.113373274444511	-0.0836171839682201	0.933360803953279	0.986295101310209	"Stable"	NA	"505430"	"ATPAF1"
"ENSBTAG00000000095"	37.5710027649258	0.0535461373197598	0.229482636511478	0.233334156055339	0.815501937785311	0.947487626773638	"Stable"	NA	"533834"	"CD274"
"ENSBTAG00000000097"	3723.99261600774	0.105833041565966	0.1115512840027	0.94873889182131	0.342753428359523	0.717041132182975	"Stable"	NA	"512180"	"EFCAB14"
"ENSBTAG00000000098"	401.105083112274	-0.089513883329572	0.0897317995676422	-0.997571471439108	0.318487200575375	0.695821042870173	"Stable"	NA	"100138100"	"SETDB1"
"ENSBTAG00000000099"	5449.49697723449	-0.0198388630156993	0.063548549110541	-0.312184358154112	0.754900418880667	0.926268678597486	"Stable"	NA	"539223"	"CERS2"
"ENSBTAG00000000102"	40.7005458516019	0.431307213221413	0.297429796530115	1.45011434043644	0.147026636758752	0.521958812071551	"Stable"	NA	"539470"	"GPR75"
"ENSBTAG00000000103"	2191.96579679373	-0.390602029780443	0.16922607910266	-2.30816687269275	0.0209898569197954	0.220216400552512	"Stable"	NA	"508825"	"MRPL23"
"ENSBTAG00000000105"	616.05705976667	0.0868008138500273	0.103077774289941	0.842090493784538	0.399737301907931	0.75911736491714	"Stable"	NA	"533646"	"RIT1"
"ENSBTAG00000000106"	19.3658557372629	0.0770416187960401	0.574864811833906	0.134016932694603	0.89338918486761	0.974006675201452	"Stable"	NA	"517668"	"DIPK1C"
"ENSBTAG00000000108"	601.573322039789	0.207791259066081	0.161887431189655	1.28355399513782	0.199298055418759	0.589810056392435	"Stable"	NA	"530205"	"KHDC4"
"ENSBTAG00000000111"	9101.09656480425	0.428719934617851	0.149239011390381	2.87270687887634	0.00406971522286001	0.0924488014876087	"Stable"	NA	"281565"	"UGP2"
"ENSBTAG00000000113"	685.75570879471	-0.123498843755855	0.218574289018562	-0.565019995308632	0.572060163929939	0.853499222270817	"Stable"	NA	"505940"	"ARHGEF2"
"ENSBTAG00000000115"	863.042339829806	-0.0938495825017759	0.0748974330703178	-1.25304137477802	0.210190649595904	0.600663626279595	"Stable"	NA	"783762"	"VPS54"
"ENSBTAG00000000120"	2.39278821447087	-0.401506463765073	0.593835868736435	-0.676123630961193	0.498962154379037	NA	"Stable"	NA	"506996"	"USP43"
"ENSBTAG00000000123"	6782.85233029218	-0.155773460545792	0.147373564389894	-1.05699730606824	0.290512816907924	0.673325931175739	"Stable"	NA	"509481"	"HAO2"
"ENSBTAG00000000124"	3.09983456254147	-1.41337611241261	0.565060866327887	-2.50128118338401	0.0123744885811253	NA	NA	NA	"525833"	"DHH"
"ENSBTAG00000000125"	241.298987393736	0.395313150890847	0.174641840568226	2.26356496017581	0.0236008850145684	0.234532769776462	"Stable"	NA	"100297992"	"SPATA5"
"ENSBTAG00000000128"	0.338448423320848	-0.706253836146774	1.64088522379572	-0.430410260208851	0.666897233086127	NA	NA	NA	"533929"	"FGF18"
"ENSBTAG00000000130"	24.4431284843863	-0.236703895652582	0.220457738530936	-1.07369284122166	0.282960370945476	0.666831460863597	"Stable"	NA	"538567"	"TNFSF13"
"ENSBTAG00000000131"	346.820265927899	-0.0669466698723329	0.103033008209257	-0.649759441521556	0.515847621238133	0.826254057241813	"Stable"	NA	"100138267"	"SENP3"
"ENSBTAG00000000132"	3360.00835993349	0.029800311009861	0.233616576145999	0.127560772876138	0.89849657616221	0.975689664172904	"Stable"	NA	"504958"	"EIF4A1"
"ENSBTAG00000000133"	329.968546807717	-0.167556823271986	0.118286776112998	-1.41653047600115	0.156620247779492	0.532387431621877	"Stable"	NA	"504960"	"CD68"
"ENSBTAG00000000134"	629.481484967395	0.131577284628239	0.178819823156839	0.735809276093712	0.461846775245115	0.794658751775376	"Stable"	NA	"504961"	"MPDU1"
"ENSBTAG00000000137"	1307.78746183854	0.255888623018895	0.119182469761246	2.1470323910178	0.0317907030052864	0.268939042578062	"Stable"	NA	"511059"	"FRYL"
"ENSBTAG00000000138"	0.0722845980908289	-0.396277991548566	3.06038250977364	-0.129486425400424	0.896972765485618	NA	"Stable"	NA	"532148"	"CCDC178"
"ENSBTAG00000000139"	95.0616336678906	0.299593680970691	0.167337262827086	1.79035844084691	0.0733963068517335	0.392313837362206	"Stable"	NA	"532622"	"KMT5A"
"ENSBTAG00000000140"	17552.505142373	0.0100161719235845	0.113238809413548	0.0884517593875922	0.929517624423321	0.985639172944779	"Stable"	NA	"535293"	"EPHX1"
"ENSBTAG00000000141"	527.032956540572	0.0115753902733285	0.121689602074124	0.0951222625107913	0.924217715325003	0.984308730851832	"Stable"	NA	"615964"	"NFU1"
"ENSBTAG00000000144"	35.3584150179682	0.0971801338118454	0.217350587555925	0.447112358446422	0.654793936351578	0.887709245180964	"Stable"	NA	"100335205"	"LOC100335205"
"ENSBTAG00000000145"	0.059389225411588	-0.396277991548566	3.06038250977364	-0.129486425400424	0.896972765485618	NA	"Stable"	NA	"789812"	"OR13D2"
"ENSBTAG00000000146"	2195.55584815671	-0.255440147673168	0.118265604946706	-2.15988535118285	0.0307815460574249	0.265486193378273	"Stable"	NA	"531927"	"FARP1"
"ENSBTAG00000000147"	209.553758976923	0.546190351287973	0.156006903310694	3.50106527145284	0.000463402332324237	0.0237514457069412	"Stable"	NA	"522873"	"RIC8B"
"ENSBTAG00000000149"	1038.44119948155	0.182442098350571	0.103148719931474	1.76872867129882	0.0769391651694753	0.400520590434473	"Stable"	NA	"531139"	"USP40"
"ENSBTAG00000000152"	3359.99372128499	0.211306488292769	0.100509763805986	2.10234787438813	0.0355228137283057	0.284620200154879	"Stable"	NA	"785768"	"RANBP2"
"ENSBTAG00000000153"	25.4586943241821	-0.212363552883382	0.407144058098117	-0.521593152741542	0.601953631783223	0.866361673467906	"Stable"	NA	"767839"	"LRFN3"
"ENSBTAG00000000157"	34.8268755206669	0.394496437833647	0.180650115483893	2.18375967696971	0.0289799120319542	0.257492862155138	"Stable"	NA	"507644"	"CCDC138"
"ENSBTAG00000000160"	1468.55611072901	-0.178227783581712	0.165831023892353	-1.0747553708491	0.282484266275643	0.666687633558238	"Stable"	NA	"514525"	"CBS"
"ENSBTAG00000000161"	0.460923574111807	0.0118399570756076	1.46229062641297	0.00809685630321744	0.993539713953104	NA	"Stable"	NA	"505490"	"TMEM40"
"ENSBTAG00000000162"	665.640726628722	-0.0779563009046615	0.113884283694428	-0.684522028639457	0.493645584013163	0.812008972167529	"Stable"	NA	"540089"	"ANAPC16"
"ENSBTAG00000000163"	686.464065743626	-0.168309817282612	0.356393147026755	-0.472258848652825	0.636742039415648	0.880941482550673	"Stable"	NA	"529235"	"DDIT4"
"ENSBTAG00000000164"	0.890698280757854	0.964663414006942	1.09341090603772	0.882251501864626	0.377640816620105	NA	NA	NA	"768325"	"GNRH1"
"ENSBTAG00000000169"	12.826933691181	-0.424182610497825	0.432614136815818	-0.980510284800094	0.326834295374233	0.70359873331277	"Stable"	NA	"281184"	"ASZ1"
"ENSBTAG00000000170"	141.002675259144	-0.0774661207791915	0.336438324869935	-0.23025355630676	0.817894747716788	0.948588677588263	"Stable"	NA	"506093"	"GSTT4"
"ENSBTAG00000000172"	2457.74813058131	0.150311637567476	0.103354201712994	1.454335044693	0.14585343894901	0.520630927538766	"Stable"	NA	"282304"	"PFKFB1"
"ENSBTAG00000000175"	3761.27727404023	0.232164317108382	0.163061449512518	1.42378421020082	0.154508947855838	0.531124508254442	"Stable"	NA	"539533"	"N4BP2"
"ENSBTAG00000000176"	1190.02106748509	0.17179335155844	0.0939432539874834	1.82869279343176	0.0674456426689848	0.376454298619148	"Stable"	NA	"540766"	"SP3"
"ENSBTAG00000000177"	20.0849592655713	-0.416186915958534	0.261355017480462	-1.59241984321058	0.111290400536146	0.465536626198103	"Stable"	NA	"516237"	"MSLN"
"ENSBTAG00000000179"	32.1643640961561	-0.328133878961582	0.278882948004312	-1.17660072553632	0.239354908069334	0.626470575895987	"Stable"	NA	"525521"	"RPUSD1"
"ENSBTAG00000000181"	29.6010346593127	-0.730094886422091	0.19161155140498	-3.81028638967075	0.00013880590162186	0.0114735514057375	"Down"	"SUSD3"	"512524"	"SUSD3"
"ENSBTAG00000000182"	98.5134248576272	0.007927197085116	0.146068535423192	0.0542703947989154	0.956719736308553	0.990534865622405	"Stable"	NA	"507484"	"SPINT2"
"ENSBTAG00000000184"	785.529361140376	0.271034839516708	0.131247605766627	2.06506501915653	0.0389168487020242	0.296964213681401	"Stable"	NA	"535820"	"EIF2AK3"
"ENSBTAG00000000185"	87.0939787076874	-0.195904724825658	0.264403879247661	-0.740929843325628	0.458735979476803	0.793507258560335	"Stable"	NA	"511661"	"SLC6A14"
"ENSBTAG00000000186"	324.157353710329	0.0963632687010563	0.165078580319886	0.583741806564639	0.559394035560989	0.848555713219703	"Stable"	NA	"506682"	"FLAD1"
"ENSBTAG00000000189"	1.25519992349227	0.257158888511364	0.824313294960657	0.311967415888443	0.755065286727924	NA	"Stable"	NA	"520147"	"LHFPL3"
"ENSBTAG00000000191"	2202.41020536208	0.303299165012006	0.158106705226081	1.91831943229929	0.0550705199078861	0.347016442964551	"Stable"	NA	"518758"	"SLC25A20"
"ENSBTAG00000000195"	103.664895414421	0.084857231017412	0.129794435219123	0.653781734741964	0.513252435725246	0.825036489492693	"Stable"	NA	"528802"	"LOC528802"
"ENSBTAG00000000197"	219.874370894737	0.377522974672444	0.149206908416101	2.53019768776139	0.011399827660962	0.16092550399976	"Stable"	NA	"616544"	"TRMT10A"
"ENSBTAG00000000199"	221.737416014912	0.368018526019908	0.131850793212951	2.79117415263119	0.00525172067802104	0.107285150993858	"Stable"	NA	"280891"	"PDP1"
"ENSBTAG00000000201"	1234.28445164662	0.203539555216966	0.124135196784188	1.6396603098058	0.101075815753284	0.448320150518596	"Stable"	NA	"519526"	"LTN1"
"ENSBTAG00000000202"	50.2280618921688	-0.113350883531439	0.180553133127316	-0.62779793165655	0.530136321243994	0.833520502185493	"Stable"	NA	"504418"	"SLC25A19"
"ENSBTAG00000000203"	1127.9894039401	0.059757043310398	0.137569722883861	0.434376416974002	0.664015120184897	0.891723547468637	"Stable"	NA	"281641"	"ATP6V1G1"
"ENSBTAG00000000204"	381.983880948179	-0.124248972929856	0.0882829650732261	-1.4073946522616	0.159310396077218	0.536032626800993	"Stable"	NA	"535122"	"TMEM268"
"ENSBTAG00000000205"	252.98968902525	0.239214444315871	0.130403062373834	1.83442351706513	0.0665911513685664	0.375445668421914	"Stable"	NA	"513155"	"MMD"
"ENSBTAG00000000207"	90.2058605864523	-0.0585816241020015	0.13240335944256	-0.442448170111692	0.658164928163377	0.889115292724016	"Stable"	NA	"617253"	"PUDP"
"ENSBTAG00000000210"	389.265976930552	0.216102882721987	0.124930800914108	1.72978065569724	0.0836694718673198	0.414434862384022	"Stable"	NA	"515490"	"ARHGAP31"
"ENSBTAG00000000211"	121.499144810992	-0.172527799290947	0.326033447574816	-0.529172085178029	0.596686079371264	0.864850084635017	"Stable"	NA	"523644"	"SHROOM2"
"ENSBTAG00000000212"	3455.17344910778	-0.226532951162003	0.121365587493011	-1.86653363479205	0.0619667428179038	0.361535872009802	"Stable"	NA	"513419"	"NADK"
"ENSBTAG00000000213"	395.692636872083	0.133359505466375	0.232749979214889	0.572973221807465	0.566662825277011	0.851363563927427	"Stable"	NA	"615128"	"TMEM39A"
"ENSBTAG00000000214"	0.675018500948971	1.84281077661502	1.35184709056194	1.36317989621814	0.172825821528216	NA	NA	NA	"782475"	"OR2AD1"
"ENSBTAG00000000215"	1607.17870328319	-0.124280415205911	0.0860085519097764	-1.44497741731871	0.14846422891597	0.524690675418089	"Stable"	NA	"281201"	"GNB1"
"ENSBTAG00000000218"	178.3217645348	0.243965919130547	0.127000479993724	1.92098422889901	0.0547336957938393	0.34601761708749	"Stable"	NA	"100295732"	"MAP2K5"
"ENSBTAG00000000219"	0.252087385412168	-0.0356012422988639	1.91201001508371	-0.0186197990690468	0.985144408200496	NA	"Stable"	NA	"537804"	"GRIN2B"
"ENSBTAG00000000221"	96.9400642422149	0.0324735665162401	0.142936402438306	0.227188917324656	0.820276845091804	0.948921509965512	"Stable"	NA	"537542"	"RBM34"
"ENSBTAG00000000222"	658.764369595526	-0.0303058043104948	0.104357841041412	-0.290402752759791	0.77150813800569	0.933179320835299	"Stable"	NA	"534612"	"ARID4B"
"ENSBTAG00000000223"	993.67771866222	-0.0306255604530111	0.0879057424652616	-0.348390896818984	0.727546638115026	0.915515392911375	"Stable"	NA	"281995"	"PPM1B"
"ENSBTAG00000000224"	85.7156721686389	-0.527222787080969	0.318630071697296	-1.65465482988636	0.0979945345907647	0.442476111350785	"Stable"	NA	"522371"	"TSPAN15"
"ENSBTAG00000000225"	176.498623689934	0.0152725899546752	0.118789452083417	0.128568569740943	0.897699037565176	0.975641624527163	"Stable"	NA	"614688"	"POLB"
"ENSBTAG00000000226"	0.451445000800667	0.343740394275273	1.35978942081844	0.252789431225594	0.800430935176489	NA	"Stable"	NA	"509338"	"DKK4"
"ENSBTAG00000000229"	3457.91399058263	0.574297332785186	0.187125856977854	3.06904316731147	0.0021474555939515	0.0639257382732405	"Stable"	NA	"784417"	"LOC784417"
"ENSBTAG00000000231"	875.448439355306	-0.0451731065355708	0.0942426377373273	-0.479327697315487	0.631705521086199	0.879418706340794	"Stable"	NA	"404101"	"BMPR1A"
"ENSBTAG00000000232"	0.0615617481662155	0.325061083678006	3.06038250977364	0.106215834994446	0.915411107508816	NA	"Stable"	NA	"526623"	"OR51D1"
"ENSBTAG00000000236"	640.054755669479	-0.0574694044580034	0.137323749861631	-0.41849574102011	0.675584699801733	0.895750740094994	"Stable"	NA	"287022"	"YWHAZ"
"ENSBTAG00000000237"	9.09692278715137	0.454734793226502	0.502645944451909	0.904682109237646	0.365633821833097	0.735781430093759	"Stable"	NA	"101906182"	"LOC101906182"
"ENSBTAG00000000238"	0.222625758244165	-0.756945324905167	2.31768589399888	-0.326595302178395	0.743973997185969	NA	NA	NA	"523045"	"PSD2"
"ENSBTAG00000000240"	111.241990718484	-0.217148320870485	0.198328763947254	-1.09489070848158	0.273564520163689	0.659914412675565	"Stable"	NA	"613606"	"AKAP7"
"ENSBTAG00000000241"	1783.71227186013	-0.0840661133566303	0.0840826236704349	-0.999803641786092	0.317405543071039	0.695268757696992	"Stable"	NA	"513944"	"STAU1"
"ENSBTAG00000000243"	337.438684678173	-0.359916061270637	0.183262192287061	-1.96394060760152	0.0495369799397641	0.331320310803414	"Stable"	NA	"509223"	"HEBP2"
"ENSBTAG00000000244"	15.236870482676	-0.243497460932916	0.401541997595571	-0.606405960997795	0.544245211084269	0.840446458346186	"Stable"	NA	"537808"	"NRXN2"
"ENSBTAG00000000245"	943.706335905996	0.20829077773591	0.148420677910447	1.40338112363014	0.160503218826429	0.53776851668649	"Stable"	NA	"517882"	"NHSL1"
"ENSBTAG00000000246"	3.27893236384476	-0.0869809753690114	0.566896013551417	-0.153433739680235	0.878056239468455	NA	"Stable"	NA	"525813"	"ME3"
"ENSBTAG00000000250"	718.194186077716	-0.312621487053201	0.223227970573051	-1.40045840246035	0.161376091633382	0.538814914866367	"Stable"	NA	"510680"	"HDHD3"
"ENSBTAG00000000251"	5760.12357150506	0.103267656277014	0.146696645227684	0.703953768790928	0.481461564872989	0.803788190493834	"Stable"	NA	"510679"	"ALAD"
"ENSBTAG00000000252"	1054.65743039164	0.0608443847347619	0.170200404243504	0.357486722814784	0.720727464086767	0.912959760513843	"Stable"	NA	"510678"	"POLE3"
"ENSBTAG00000000253"	1778.25598479854	-0.686438415256235	0.218696994507143	-3.1387647407007	0.00169661600385644	0.0551400201253343	"Stable"	NA	"512072"	"PTPRF"
"ENSBTAG00000000257"	0.624715636114202	-0.0793769119353857	1.22115094049321	-0.0650017203469753	0.948172630514676	NA	"Stable"	NA	"781188"	"MRAP2"
"ENSBTAG00000000259"	17253.9761199172	0.220909397245635	0.312006999105941	0.708027056696332	0.478928455418083	0.80217799609734	"Stable"	NA	"282645"	"CHIA"
"ENSBTAG00000000260"	328.763482466651	0.030440403427448	0.0752614539515052	0.404462069614842	0.685872964833119	0.901104394526436	"Stable"	NA	"615645"	"ZNRF2"
"ENSBTAG00000000261"	2.29937972131389	1.04494123812583	0.641192715092377	1.62968357801022	0.103168389908684	NA	NA	NA	"768001"	"FAM228A"
"ENSBTAG00000000264"	0.137253127281902	-0.756946684641642	3.06038250977364	-0.247337279645357	0.804647209858901	NA	NA	NA	"524074"	"RFX6"
"ENSBTAG00000000265"	0.554848227959922	1.46763587962451	1.25905421176569	1.16566535889373	0.243749771163006	NA	NA	NA	"613433"	"SYNPR"
"ENSBTAG00000000266"	938.415721179763	-0.00149468990456423	0.0926445867039287	-0.0161335913704372	0.987127814960433	0.997688435423172	"Stable"	NA	"516781"	"NAB1"
"ENSBTAG00000000267"	304.691120204516	-0.236896587476192	0.132673915245463	-1.78555511110006	0.0741713205438787	0.394440269162315	"Stable"	NA	"516411"	"SMG6"
"ENSBTAG00000000269"	217.653778201217	-0.0317173640554878	0.109613434774646	-0.289356538463515	0.772308550327303	0.933207883245896	"Stable"	NA	"100300568"	"CBWD1"
"ENSBTAG00000000271"	38.9012758877307	0.245184039974647	0.198107461053068	1.23763152922831	0.215852718096034	0.605770749512064	"Stable"	NA	"532884"	"MNS1"
